timestamp,run_id,policy,total_cloudlets,finished_cloudlets,completion_rate_pct,avg_cpu_time_s,makespan_s,energy_kwh,carbon_kg_co2
2026-02-12T09:08:50.445804400Z,1,FIRST_FIT,100,100,100.00,14.30,14.40,0.042435,0.015828
2026-02-12T09:08:50.497103300Z,1,ENERGY_AWARE,100,100,100.00,14.30,14.40,0.024940,0.009258
2026-02-12T09:08:50.527704700Z,1,CIAVMP,100,100,100.00,14.30,14.40,0.024940,0.006923
2026-02-12T09:08:50.546749200Z,2,FIRST_FIT,100,100,100.00,14.30,14.40,0.042435,0.015828
2026-02-12T09:08:50.567449400Z,2,ENERGY_AWARE,100,100,100.00,14.30,14.40,0.024940,0.009258
2026-02-12T09:08:50.588700700Z,2,CIAVMP,100,100,100.00,14.30,14.40,0.024940,0.006923
2026-02-12T09:08:50.611972400Z,3,FIRST_FIT,100,100,100.00,14.30,14.40,0.042435,0.015828
2026-02-12T09:08:50.628676200Z,3,ENERGY_AWARE,100,100,100.00,14.30,14.40,0.024940,0.009258
2026-02-12T09:08:50.647495Z,3,CIAVMP,100,100,100.00,14.30,14.40,0.024940,0.006923
